Wall time,Step,Value
1707961819.324379,18,0.015726441517472267
1707961858.5250852,47,0.006039727479219437
1707961877.5288618,62,0.007718508131802082
1707961879.285608,63,0.007762573193758726
1707961915.3969076,89,0.015561111271381378
1707961935.3852644,103,0.02765757218003273
1707961941.0007594,107,0.03241367265582085
1707961973.920722,128,0.059769924730062485
1707962022.8301668,164,0.30556628108024597
1707962035.6842976,172,0.3649101257324219
1707962062.900997,191,0.3212783932685852
1707962079.9429169,203,0.4153469204902649
1707962143.7667239,244,0.4545542895793915
1707962166.1595361,259,0.3845214247703552
1707962198.460857,282,0.4309232234954834
1707962202.774003,285,0.4037473201751709
1707962250.3657014,319,0.4003250300884247
1707962317.3323164,366,0.4979521632194519
1707962345.8548326,386,0.5156886577606201
1707962368.8812459,402,0.39483293890953064
1707962386.9941416,415,0.45697256922721863
1707962418.1622338,437,0.4505555331707001
1707962459.276486,465,0.5071839094161987
1707962473.7736554,475,0.46932876110076904
1707962483.7256489,481,0.5808376669883728
1707962526.7173293,510,0.4575817584991455
1707962560.419769,533,0.6585243940353394
1707962567.3854475,538,0.5111875534057617
1707962570.3309944,540,0.6696292757987976
1707962593.2421234,556,0.5643365383148193
1707962601.8001611,562,0.4951361417770386
1707962648.4488184,594,0.5274196863174438
1707962651.1294432,596,0.6240102052688599
1707962709.921083,637,0.600597620010376
1707962718.222721,643,0.830298125743866
1707962719.656683,644,0.9153377413749695
1707962740.3565576,658,0.7929641604423523
1707962762.537957,675,0.9391326904296875
1707962814.0246646,721,0.9069339036941528
1707962861.661037,764,1.1442739963531494
1707962873.9564462,775,1.1156792640686035
1707962906.1322017,804,1.310380220413208
1707962964.3321846,857,1.4071849584579468
1707962974.2835233,866,1.4336847066879272
1707962996.3372521,886,1.4672489166259766
1707963065.6344094,942,1.535683035850525
1707963138.278516,999,1.730513095855713
1707963158.597469,1015,1.5856866836547852
1707963172.5160728,1026,1.5836668014526367
1707963185.207843,1037,1.6736464500427246
1707963206.099117,1056,1.6528476476669312
1707963222.7529805,1071,1.6404712200164795
1707963229.3087938,1077,1.558647871017456
1707963264.627198,1109,1.707991361618042
1707963266.8480644,1111,1.6966702938079834
1707963282.3272734,1125,1.7212543487548828
1707963290.0685613,1132,1.7372369766235352
