Wall time,Step,Value
1707961819.3300004,18,0.31613001227378845
1707961858.531028,47,0.028994964435696602
1707961877.5368567,62,0.01818283088505268
1707961879.2921593,63,0.018053974956274033
1707961915.4027822,89,0.013851446099579334
1707961935.3902855,103,0.02078818716108799
1707961941.0092907,107,0.02467924728989601
1707961973.9265482,128,0.04120635613799095
1707962022.8364217,164,0.02922608144581318
1707962035.6910982,172,0.028541140258312225
1707962062.9067125,191,0.02268003299832344
1707962079.9484706,203,0.02708529494702816
1707962143.7740712,244,0.027029503136873245
1707962166.1648376,259,0.024643195793032646
1707962198.466007,282,0.029171472415328026
1707962202.7821548,285,0.027223622426390648
1707962250.370832,319,0.033327214419841766
1707962317.3390038,366,0.02508421055972576
1707962345.860369,386,0.025245562195777893
1707962368.8895812,402,0.02045772783458233
1707962386.9993818,415,0.02766602300107479
1707962418.1678343,437,0.027375247329473495
1707962459.2830052,465,0.034972988069057465
1707962473.782151,475,0.02569958195090294
1707962483.731063,481,0.028885774314403534
1707962526.7254148,510,0.02175937592983246
1707962560.4252672,533,0.0311726201325655
1707962567.405864,538,0.023829787969589233
1707962570.336734,540,0.0326654426753521
1707962593.2486627,556,0.033135659992694855
1707962601.8070078,562,0.03731873631477356
1707962648.453815,594,0.02727777510881424
1707962651.1357338,596,0.031224988400936127
1707962709.9270906,637,0.029951071366667747
1707962718.2295635,643,0.04173382371664047
1707962719.6620972,644,0.030428286641836166
1707962740.3626,658,0.03628727048635483
1707962762.543022,675,0.04218639060854912
1707962814.0303843,721,0.03714868798851967
1707962861.666062,764,0.05201762914657593
1707962873.9621916,775,0.04191448912024498
1707962906.1381536,804,0.051228150725364685
1707962964.337871,857,0.028525354340672493
1707962974.2887971,866,0.03855371102690697
1707962996.3425062,886,0.037102602422237396
1707963065.6401732,942,0.029710840433835983
1707963138.2839222,999,0.03375735133886337
1707963158.6025229,1015,0.027009392157197
1707963172.5214028,1026,0.031186575070023537
1707963185.2129068,1037,0.020983129739761353
1707963206.1042411,1056,0.029001744464039803
1707963222.759003,1071,0.02495408244431019
1707963229.314497,1077,0.03683146834373474
1707963264.6335049,1109,0.030470024794340134
1707963266.8532012,1111,0.02558230422437191
1707963282.3323011,1125,0.03682555630803108
1707963290.0740867,1132,0.033619947731494904
1707963310.9971213,1151,0.02094338834285736
1707963312.1278799,1152,0.02284407988190651
1707963325.1719887,1164,0.03438713029026985
1707963336.1163213,1174,0.02587815932929516
1707963338.2701886,1176,0.024402298033237457
1707963347.2716546,1184,0.031032541766762733
1707963385.0296292,1218,0.023431383073329926
1707963422.2729845,1252,0.03898971527814865
1707963424.5464594,1254,0.02634318917989731
1707963427.9477575,1257,0.033193036913871765
1707963432.373476,1261,0.030598297715187073
1707963438.8953273,1267,0.027107054367661476
1707963443.3309956,1271,0.016628790646791458
1707963509.0032468,1325,0.04018426686525345
1707963534.3476396,1345,0.026688633486628532
1707963572.2042115,1375,0.020601043477654457
1707963573.4683557,1376,0.026480544358491898
1707963625.4004974,1417,0.022397417575120926
1707963676.123859,1457,0.025373470038175583
1707963677.3698905,1458,0.020397625863552094
1707963723.2768252,1494,0.021967342123389244
1707963733.4873748,1502,0.02747284434735775
1707963743.6375744,1510,0.017817776650190353
1707963747.4149811,1513,0.029039092361927032
1707963791.56643,1548,0.024399617686867714
1707963795.3317595,1551,0.023266278207302094
1707963812.8271646,1565,0.025040829554200172
1707963816.5513055,1568,0.019378742203116417
1707963838.0405047,1585,0.02032688446342945
1707963852.073895,1596,0.023717135190963745
1707963890.7806869,1627,0.025131646543741226
1707963900.8170564,1635,0.022267339751124382
1707963944.826696,1670,0.01972852647304535
1707963963.6022873,1685,0.018566370010375977
1707963984.817867,1702,0.025382759049534798
1707963987.2706888,1704,0.015728099271655083
1707963995.8879242,1711,0.018329182639718056
1707964079.1462061,1777,0.02115461975336075
1707964166.751036,1847,0.015814155340194702
1707964182.9569137,1860,0.023517007008194923
1707964191.521434,1867,0.01751411147415638
1707964231.4691224,1899,0.02856016531586647
1707964235.2346067,1902,0.022061889991164207
1707964244.0256226,1909,0.023449081927537918
1707964282.9917474,1940,0.020625613629817963
1707964308.01125,1960,0.02809840627014637
1707964309.2491024,1961,0.017870694398880005
1707964332.1876662,1979,0.022406011819839478
1707964445.909014,2070,0.014916468411684036
1707964457.15354,2079,0.017949042841792107
1707964469.9408576,2089,0.02106267772614956
1707964483.8179557,2100,0.012754003517329693
1707964619.9748387,2209,0.0194878950715065
1707964654.52291,2239,0.017194731160998344
1707964745.0941274,2319,0.02397754415869713
1707964791.3156347,2359,0.016751866787672043
1707964833.4816265,2394,0.016421707347035408
1707964883.6527898,2436,0.013418025337159634
1707964889.8408353,2441,0.020304828882217407
1707964905.4945984,2454,0.013398854993283749
1707964914.8223498,2462,0.013728806748986244
